Data,Set Size,Individual MSE,number of random models,Method,MSE
Folk_Mobility_Data,9,"[0.1714, 0.1711, 0.1715, 0.1715, 0.2073, 0.189, 0.25, 0.25, 0.2323]",2,mode,0.247
Folk_Mobility_Data,9,"[0.1714, 0.1711, 0.1715, 0.1715, 0.2073, 0.189, 0.25, 0.25, 0.2323]",2,randomized,0.202
Folk_Mobility_Data,9,"[0.1714, 0.1711, 0.1715, 0.1715, 0.2073, 0.189, 0.25, 0.25, 0.2323]",2,random_selection,0.232
Folk_Mobility_Data,9,"[0.1714, 0.1711, 0.1715, 0.1715, 0.2073, 0.189, 0.25, 0.25, 0.2323]",2,sequential reconcile,0.17
Folk_Mobility_Data,9,"[0.1714, 0.1711, 0.1715, 0.1715, 0.2073, 0.25, 0.25, 0.25, 0.2323]",3,mode,0.25
Folk_Mobility_Data,9,"[0.1714, 0.1711, 0.1715, 0.1715, 0.2073, 0.25, 0.25, 0.25, 0.2323]",3,randomized,0.21
Folk_Mobility_Data,9,"[0.1714, 0.1711, 0.1715, 0.1715, 0.2073, 0.25, 0.25, 0.25, 0.2323]",3,random_selection,0.25
Folk_Mobility_Data,9,"[0.1714, 0.1711, 0.1715, 0.1715, 0.2073, 0.25, 0.25, 0.25, 0.2323]",3,sequential reconcile,0.171
Folk_Mobility_Data,9,"[0.1714, 0.1711, 0.25, 0.1715, 0.2073, 0.25, 0.25, 0.25, 0.2323]",4,mode,0.25
Folk_Mobility_Data,9,"[0.1714, 0.1711, 0.25, 0.1715, 0.2073, 0.25, 0.25, 0.25, 0.2323]",4,randomized,0.216
Folk_Mobility_Data,9,"[0.1714, 0.1711, 0.25, 0.1715, 0.2073, 0.25, 0.25, 0.25, 0.2323]",4,random_selection,0.25
Folk_Mobility_Data,9,"[0.1714, 0.1711, 0.25, 0.1715, 0.2073, 0.25, 0.25, 0.25, 0.2323]",4,sequential reconcile,0.176
Folk_Mobility_Data,9,"[0.1714, 0.1711, 0.25, 0.1715, 0.25, 0.25, 0.25, 0.25, 0.2323]",5,mode,0.25
Folk_Mobility_Data,9,"[0.1714, 0.1711, 0.25, 0.1715, 0.25, 0.25, 0.25, 0.25, 0.2323]",5,randomized,0.222
Folk_Mobility_Data,9,"[0.1714, 0.1711, 0.25, 0.1715, 0.25, 0.25, 0.25, 0.25, 0.2323]",5,random_selection,0.25
Folk_Mobility_Data,9,"[0.1714, 0.1711, 0.25, 0.1715, 0.25, 0.25, 0.25, 0.25, 0.2323]",5,sequential reconcile,0.173
Folk_Mobility_Data,9,"[0.1714, 0.25, 0.25, 0.1715, 0.25, 0.25, 0.25, 0.25, 0.2323]",6,mode,0.25
Folk_Mobility_Data,9,"[0.1714, 0.25, 0.25, 0.1715, 0.25, 0.25, 0.25, 0.25, 0.2323]",6,randomized,0.231
Folk_Mobility_Data,9,"[0.1714, 0.25, 0.25, 0.1715, 0.25, 0.25, 0.25, 0.25, 0.2323]",6,random_selection,0.25
Folk_Mobility_Data,9,"[0.1714, 0.25, 0.25, 0.1715, 0.25, 0.25, 0.25, 0.25, 0.2323]",6,sequential reconcile,0.173
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.1715, 0.25, 0.25, 0.25, 0.25, 0.2323]",7,mode,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.1715, 0.25, 0.25, 0.25, 0.25, 0.2323]",7,randomized,0.24
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.1715, 0.25, 0.25, 0.25, 0.25, 0.2323]",7,random_selection,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.1715, 0.25, 0.25, 0.25, 0.25, 0.2323]",7,sequential reconcile,0.185
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.2323]",8,mode,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.2323]",8,randomized,0.248
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.2323]",8,random_selection,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.2323]",8,sequential reconcile,0.193
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,mode,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,randomized,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,random_selection,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,sequential reconcile,0.25
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.0194, 0.023, 0.0262, 0.0403, 0.039, 0.02, 0.0198, 0.0265]",0,mean,0.019
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.0194, 0.023, 0.0262, 0.0403, 0.039, 0.02, 0.0198, 0.0265]",0,randomized,0.022
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.0194, 0.023, 0.0262, 0.0403, 0.039, 0.02, 0.0198, 0.0265]",0,random_selection,0.039
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.0194, 0.023, 0.0262, 0.0403, 0.039, 0.02, 0.0198, 0.0265]",0,sequential reconcile,0.026
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.0194, 0.023, 0.0262, 0.0403, 0.039, 0.2138, 0.0198, 0.0265]",1,mean,0.022
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.0194, 0.023, 0.0262, 0.0403, 0.039, 0.2138, 0.0198, 0.0265]",1,randomized,0.044
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.0194, 0.023, 0.0262, 0.0403, 0.039, 0.2138, 0.0198, 0.0265]",1,random_selection,0.026
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.0194, 0.023, 0.0262, 0.0403, 0.039, 0.2138, 0.0198, 0.0265]",1,sequential reconcile,0.02
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.2074, 0.023, 0.0262, 0.0403, 0.039, 0.2023, 0.0198, 0.0265]",2,mean,0.026
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.2074, 0.023, 0.0262, 0.0403, 0.039, 0.2023, 0.0198, 0.0265]",2,randomized,0.055
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.2074, 0.023, 0.0262, 0.0403, 0.039, 0.2023, 0.0198, 0.0265]",2,random_selection,0.04
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.2074, 0.023, 0.0262, 0.0403, 0.039, 0.2023, 0.0198, 0.0265]",2,sequential reconcile,0.029
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.2227, 0.023, 0.0262, 0.0403, 0.039, 0.2183, 0.0198, 0.2023]",3,mean,0.029
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.2227, 0.023, 0.0262, 0.0403, 0.039, 0.2183, 0.0198, 0.2023]",3,randomized,0.081
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.2227, 0.023, 0.0262, 0.0403, 0.039, 0.2183, 0.0198, 0.2023]",3,random_selection,0.039
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.2227, 0.023, 0.0262, 0.0403, 0.039, 0.2183, 0.0198, 0.2023]",3,sequential reconcile,0.023
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.1953, 0.023, 0.2114, 0.0403, 0.039, 0.1785, 0.0198, 0.2091]",4,mean,0.038
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.1953, 0.023, 0.2114, 0.0403, 0.039, 0.1785, 0.0198, 0.2091]",4,randomized,0.096
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.1953, 0.023, 0.2114, 0.0403, 0.039, 0.1785, 0.0198, 0.2091]",4,random_selection,0.04
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.1953, 0.023, 0.2114, 0.0403, 0.039, 0.1785, 0.0198, 0.2091]",4,sequential reconcile,0.03
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.2136, 0.023, 0.21, 0.2097, 0.039, 0.2374, 0.0198, 0.196]",5,mean,0.047
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.2136, 0.023, 0.21, 0.2097, 0.039, 0.2374, 0.0198, 0.196]",5,randomized,0.114
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.2136, 0.023, 0.21, 0.2097, 0.039, 0.2374, 0.0198, 0.196]",5,random_selection,0.02
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.2136, 0.023, 0.21, 0.2097, 0.039, 0.2374, 0.0198, 0.196]",5,sequential reconcile,0.032
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.2224, 0.2025, 0.2206, 0.1992, 0.039, 0.2121, 0.0198, 0.2092]",6,mean,0.057
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.2224, 0.2025, 0.2206, 0.1992, 0.039, 0.2121, 0.0198, 0.2092]",6,randomized,0.111
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.2224, 0.2025, 0.2206, 0.1992, 0.039, 0.2121, 0.0198, 0.2092]",6,random_selection,0.186
Communities_Data,11,"[0.02, 0.0204, 0.0185, 0.2224, 0.2025, 0.2206, 0.1992, 0.039, 0.2121, 0.0198, 0.2092]",6,sequential reconcile,0.027
Communities_Data,11,"[0.2098, 0.0204, 0.0185, 0.215, 0.1989, 0.2085, 0.2063, 0.039, 0.2218, 0.0198, 0.201]",7,mean,0.067
Communities_Data,11,"[0.2098, 0.0204, 0.0185, 0.215, 0.1989, 0.2085, 0.2063, 0.039, 0.2218, 0.0198, 0.201]",7,randomized,0.145
Communities_Data,11,"[0.2098, 0.0204, 0.0185, 0.215, 0.1989, 0.2085, 0.2063, 0.039, 0.2218, 0.0198, 0.201]",7,random_selection,0.215
Communities_Data,11,"[0.2098, 0.0204, 0.0185, 0.215, 0.1989, 0.2085, 0.2063, 0.039, 0.2218, 0.0198, 0.201]",7,sequential reconcile,0.02
Communities_Data,11,"[0.2149, 0.0204, 0.0185, 0.2018, 0.2127, 0.2157, 0.2184, 0.039, 0.2062, 0.2161, 0.224]",8,mean,0.083
Communities_Data,11,"[0.2149, 0.0204, 0.0185, 0.2018, 0.2127, 0.2157, 0.2184, 0.039, 0.2062, 0.2161, 0.224]",8,randomized,0.147
Communities_Data,11,"[0.2149, 0.0204, 0.0185, 0.2018, 0.2127, 0.2157, 0.2184, 0.039, 0.2062, 0.2161, 0.224]",8,random_selection,0.213
Communities_Data,11,"[0.2149, 0.0204, 0.0185, 0.2018, 0.2127, 0.2157, 0.2184, 0.039, 0.2062, 0.2161, 0.224]",8,sequential reconcile,0.032
Communities_Data,11,"[0.1985, 0.0204, 0.1984, 0.1977, 0.2124, 0.2192, 0.2212, 0.039, 0.2211, 0.1951, 0.2124]",9,mean,0.097
Communities_Data,11,"[0.1985, 0.0204, 0.1984, 0.1977, 0.2124, 0.2192, 0.2212, 0.039, 0.2211, 0.1951, 0.2124]",9,randomized,0.175
Communities_Data,11,"[0.1985, 0.0204, 0.1984, 0.1977, 0.2124, 0.2192, 0.2212, 0.039, 0.2211, 0.1951, 0.2124]",9,random_selection,0.198
Communities_Data,11,"[0.1985, 0.0204, 0.1984, 0.1977, 0.2124, 0.2192, 0.2212, 0.039, 0.2211, 0.1951, 0.2124]",9,sequential reconcile,0.047
Communities_Data,11,"[0.2052, 0.0204, 0.1976, 0.2127, 0.204, 0.2117, 0.201, 0.2111, 0.202, 0.198, 0.2017]",10,mean,0.117
Communities_Data,11,"[0.2052, 0.0204, 0.1976, 0.2127, 0.204, 0.2117, 0.201, 0.2111, 0.202, 0.198, 0.2017]",10,randomized,0.186
Communities_Data,11,"[0.2052, 0.0204, 0.1976, 0.2127, 0.204, 0.2117, 0.201, 0.2111, 0.202, 0.198, 0.2017]",10,random_selection,0.222
Communities_Data,11,"[0.2052, 0.0204, 0.1976, 0.2127, 0.204, 0.2117, 0.201, 0.2111, 0.202, 0.198, 0.2017]",10,sequential reconcile,0.06
Communities_Data,11,"[0.2035, 0.2212, 0.2008, 0.1961, 0.2071, 0.192, 0.2094, 0.215, 0.2082, 0.2147, 0.2028]",11,mean,0.136
Communities_Data,11,"[0.2035, 0.2212, 0.2008, 0.1961, 0.2071, 0.192, 0.2094, 0.215, 0.2082, 0.2147, 0.2028]",11,randomized,0.208
Communities_Data,11,"[0.2035, 0.2212, 0.2008, 0.1961, 0.2071, 0.192, 0.2094, 0.215, 0.2082, 0.2147, 0.2028]",11,random_selection,0.21
Communities_Data,11,"[0.2035, 0.2212, 0.2008, 0.1961, 0.2071, 0.192, 0.2094, 0.215, 0.2082, 0.2147, 0.2028]",11,sequential reconcile,0.07
Compas_Data,9,"[0.2376, 0.2206, 0.208, 0.2082, 0.2525, 0.2385, 0.2088, 0.2479, 0.2466]",0,mode,0.248
Compas_Data,9,"[0.2376, 0.2206, 0.208, 0.2082, 0.2525, 0.2385, 0.2088, 0.2479, 0.2466]",0,randomized,0.233
Compas_Data,9,"[0.2376, 0.2206, 0.208, 0.2082, 0.2525, 0.2385, 0.2088, 0.2479, 0.2466]",0,random_selection,0.247
Compas_Data,9,"[0.2376, 0.2206, 0.208, 0.2082, 0.2525, 0.2385, 0.2088, 0.2479, 0.2466]",0,sequential reconcile,0.229
Compas_Data,9,"[0.2376, 0.2206, 0.208, 0.2082, 0.2525, 0.25, 0.2088, 0.2479, 0.2466]",1,mode,0.238
Compas_Data,9,"[0.2376, 0.2206, 0.208, 0.2082, 0.2525, 0.25, 0.2088, 0.2479, 0.2466]",1,randomized,0.231
Compas_Data,9,"[0.2376, 0.2206, 0.208, 0.2082, 0.2525, 0.25, 0.2088, 0.2479, 0.2466]",1,random_selection,0.221
Compas_Data,9,"[0.2376, 0.2206, 0.208, 0.2082, 0.2525, 0.25, 0.2088, 0.2479, 0.2466]",1,sequential reconcile,0.223
Compas_Data,9,"[0.2376, 0.2206, 0.208, 0.2082, 0.2525, 0.25, 0.25, 0.2479, 0.2466]",2,mode,0.256
Compas_Data,9,"[0.2376, 0.2206, 0.208, 0.2082, 0.2525, 0.25, 0.25, 0.2479, 0.2466]",2,randomized,0.233
Compas_Data,9,"[0.2376, 0.2206, 0.208, 0.2082, 0.2525, 0.25, 0.25, 0.2479, 0.2466]",2,random_selection,0.25
Compas_Data,9,"[0.2376, 0.2206, 0.208, 0.2082, 0.2525, 0.25, 0.25, 0.2479, 0.2466]",2,sequential reconcile,0.218
Compas_Data,9,"[0.2376, 0.25, 0.208, 0.2082, 0.2525, 0.25, 0.25, 0.2479, 0.2466]",3,mode,0.25
Compas_Data,9,"[0.2376, 0.25, 0.208, 0.2082, 0.2525, 0.25, 0.25, 0.2479, 0.2466]",3,randomized,0.244
Compas_Data,9,"[0.2376, 0.25, 0.208, 0.2082, 0.2525, 0.25, 0.25, 0.2479, 0.2466]",3,random_selection,0.208
Compas_Data,9,"[0.2376, 0.25, 0.208, 0.2082, 0.2525, 0.25, 0.25, 0.2479, 0.2466]",3,sequential reconcile,0.222
Compas_Data,9,"[0.2376, 0.25, 0.208, 0.2082, 0.2525, 0.25, 0.25, 0.2479, 0.25]",4,mode,0.25
Compas_Data,9,"[0.2376, 0.25, 0.208, 0.2082, 0.2525, 0.25, 0.25, 0.2479, 0.25]",4,randomized,0.238
Compas_Data,9,"[0.2376, 0.25, 0.208, 0.2082, 0.2525, 0.25, 0.25, 0.2479, 0.25]",4,random_selection,0.25
Compas_Data,9,"[0.2376, 0.25, 0.208, 0.2082, 0.2525, 0.25, 0.25, 0.2479, 0.25]",4,sequential reconcile,0.217
Compas_Data,9,"[0.2376, 0.25, 0.208, 0.25, 0.2525, 0.25, 0.25, 0.2479, 0.25]",5,mode,0.25
Compas_Data,9,"[0.2376, 0.25, 0.208, 0.25, 0.2525, 0.25, 0.25, 0.2479, 0.25]",5,randomized,0.244
Compas_Data,9,"[0.2376, 0.25, 0.208, 0.25, 0.2525, 0.25, 0.25, 0.2479, 0.25]",5,random_selection,0.208
Compas_Data,9,"[0.2376, 0.25, 0.208, 0.25, 0.2525, 0.25, 0.25, 0.2479, 0.25]",5,sequential reconcile,0.216
Compas_Data,9,"[0.25, 0.25, 0.208, 0.25, 0.2525, 0.25, 0.25, 0.2479, 0.25]",6,mode,0.25
Compas_Data,9,"[0.25, 0.25, 0.208, 0.25, 0.2525, 0.25, 0.25, 0.2479, 0.25]",6,randomized,0.252
Compas_Data,9,"[0.25, 0.25, 0.208, 0.25, 0.2525, 0.25, 0.25, 0.2479, 0.25]",6,random_selection,0.25
Compas_Data,9,"[0.25, 0.25, 0.208, 0.25, 0.2525, 0.25, 0.25, 0.2479, 0.25]",6,sequential reconcile,0.208
Compas_Data,9,"[0.25, 0.25, 0.208, 0.25, 0.2525, 0.25, 0.25, 0.25, 0.25]",7,mode,0.25
Compas_Data,9,"[0.25, 0.25, 0.208, 0.25, 0.2525, 0.25, 0.25, 0.25, 0.25]",7,randomized,0.247
Compas_Data,9,"[0.25, 0.25, 0.208, 0.25, 0.2525, 0.25, 0.25, 0.25, 0.25]",7,random_selection,0.25
Compas_Data,9,"[0.25, 0.25, 0.208, 0.25, 0.2525, 0.25, 0.25, 0.25, 0.25]",7,sequential reconcile,0.242
Compas_Data,9,"[0.25, 0.25, 0.208, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,mode,0.25
Compas_Data,9,"[0.25, 0.25, 0.208, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,randomized,0.245
Compas_Data,9,"[0.25, 0.25, 0.208, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,random_selection,0.25
Compas_Data,9,"[0.25, 0.25, 0.208, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,sequential reconcile,0.208
Compas_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,mode,0.25
Compas_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,randomized,0.25
Compas_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,random_selection,0.25
Compas_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,sequential reconcile,0.25
Adult_Data,9,"[0.1248, 0.1173, 0.1088, 0.1088, 0.1337, 0.1457, 0.1226, 0.1093, 0.2253]",0,mode,0.129
Adult_Data,9,"[0.1248, 0.1173, 0.1088, 0.1088, 0.1337, 0.1457, 0.1226, 0.1093, 0.2253]",0,randomized,0.133
Adult_Data,9,"[0.1248, 0.1173, 0.1088, 0.1088, 0.1337, 0.1457, 0.1226, 0.1093, 0.2253]",0,random_selection,0.109
Adult_Data,9,"[0.1248, 0.1173, 0.1088, 0.1088, 0.1337, 0.1457, 0.1226, 0.1093, 0.2253]",0,sequential reconcile,0.109
Adult_Data,9,"[0.1248, 0.1173, 0.1088, 0.1088, 0.1337, 0.1457, 0.1226, 0.25, 0.2253]",1,mode,0.129
Adult_Data,9,"[0.1248, 0.1173, 0.1088, 0.1088, 0.1337, 0.1457, 0.1226, 0.25, 0.2253]",1,randomized,0.15
Adult_Data,9,"[0.1248, 0.1173, 0.1088, 0.1088, 0.1337, 0.1457, 0.1226, 0.25, 0.2253]",1,random_selection,0.134
Adult_Data,9,"[0.1248, 0.1173, 0.1088, 0.1088, 0.1337, 0.1457, 0.1226, 0.25, 0.2253]",1,sequential reconcile,0.122
Adult_Data,9,"[0.1248, 0.1173, 0.25, 0.1088, 0.1337, 0.1457, 0.1226, 0.25, 0.2253]",2,mode,0.191
Adult_Data,9,"[0.1248, 0.1173, 0.25, 0.1088, 0.1337, 0.1457, 0.1226, 0.25, 0.2253]",2,randomized,0.164
Adult_Data,9,"[0.1248, 0.1173, 0.25, 0.1088, 0.1337, 0.1457, 0.1226, 0.25, 0.2253]",2,random_selection,0.125
Adult_Data,9,"[0.1248, 0.1173, 0.25, 0.1088, 0.1337, 0.1457, 0.1226, 0.25, 0.2253]",2,sequential reconcile,0.119
Adult_Data,9,"[0.25, 0.1173, 0.25, 0.1088, 0.1337, 0.1457, 0.1226, 0.25, 0.2253]",3,mode,0.25
Adult_Data,9,"[0.25, 0.1173, 0.25, 0.1088, 0.1337, 0.1457, 0.1226, 0.25, 0.2253]",3,randomized,0.178
Adult_Data,9,"[0.25, 0.1173, 0.25, 0.1088, 0.1337, 0.1457, 0.1226, 0.25, 0.2253]",3,random_selection,0.25
Adult_Data,9,"[0.25, 0.1173, 0.25, 0.1088, 0.1337, 0.1457, 0.1226, 0.25, 0.2253]",3,sequential reconcile,0.114
Adult_Data,9,"[0.25, 0.25, 0.25, 0.1088, 0.1337, 0.1457, 0.1226, 0.25, 0.2253]",4,mode,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.1088, 0.1337, 0.1457, 0.1226, 0.25, 0.2253]",4,randomized,0.193
Adult_Data,9,"[0.25, 0.25, 0.25, 0.1088, 0.1337, 0.1457, 0.1226, 0.25, 0.2253]",4,random_selection,0.134
Adult_Data,9,"[0.25, 0.25, 0.25, 0.1088, 0.1337, 0.1457, 0.1226, 0.25, 0.2253]",4,sequential reconcile,0.117
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1337, 0.1457, 0.1226, 0.25, 0.2253]",5,mode,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1337, 0.1457, 0.1226, 0.25, 0.2253]",5,randomized,0.208
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1337, 0.1457, 0.1226, 0.25, 0.2253]",5,random_selection,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1337, 0.1457, 0.1226, 0.25, 0.2253]",5,sequential reconcile,0.121
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1337, 0.1457, 0.1226, 0.25, 0.25]",6,mode,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1337, 0.1457, 0.1226, 0.25, 0.25]",6,randomized,0.209
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1337, 0.1457, 0.1226, 0.25, 0.25]",6,random_selection,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1337, 0.1457, 0.1226, 0.25, 0.25]",6,sequential reconcile,0.125
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.1457, 0.1226, 0.25, 0.25]",7,mode,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.1457, 0.1226, 0.25, 0.25]",7,randomized,0.225
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.1457, 0.1226, 0.25, 0.25]",7,random_selection,0.123
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.1457, 0.1226, 0.25, 0.25]",7,sequential reconcile,0.129
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.1226, 0.25, 0.25]",8,mode,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.1226, 0.25, 0.25]",8,randomized,0.236
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.1226, 0.25, 0.25]",8,random_selection,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.1226, 0.25, 0.25]",8,sequential reconcile,0.126
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,mode,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,randomized,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,random_selection,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,sequential reconcile,0.25
German_Data,8,"[0.1605, 0.1569, 0.1508, 0.1536, 0.1808, 0.1911, 0.1664, 0.2438]",0,mode,0.162
German_Data,8,"[0.1605, 0.1569, 0.1508, 0.1536, 0.1808, 0.1911, 0.1664, 0.2438]",0,randomized,0.178
German_Data,8,"[0.1605, 0.1569, 0.1508, 0.1536, 0.1808, 0.1911, 0.1664, 0.2438]",0,random_selection,0.154
German_Data,8,"[0.1605, 0.1569, 0.1508, 0.1536, 0.1808, 0.1911, 0.1664, 0.2438]",0,sequential reconcile,0.155
German_Data,8,"[0.1605, 0.1569, 0.1508, 0.1536, 0.1808, 0.1911, 0.1664, 0.25]",1,mode,0.162
German_Data,8,"[0.1605, 0.1569, 0.1508, 0.1536, 0.1808, 0.1911, 0.1664, 0.25]",1,randomized,0.175
German_Data,8,"[0.1605, 0.1569, 0.1508, 0.1536, 0.1808, 0.1911, 0.1664, 0.25]",1,random_selection,0.25
German_Data,8,"[0.1605, 0.1569, 0.1508, 0.1536, 0.1808, 0.1911, 0.1664, 0.25]",1,sequential reconcile,0.149
German_Data,8,"[0.1605, 0.1569, 0.1508, 0.1536, 0.1808, 0.1911, 0.25, 0.25]",2,mode,0.207
German_Data,8,"[0.1605, 0.1569, 0.1508, 0.1536, 0.1808, 0.1911, 0.25, 0.25]",2,randomized,0.198
German_Data,8,"[0.1605, 0.1569, 0.1508, 0.1536, 0.1808, 0.1911, 0.25, 0.25]",2,random_selection,0.181
German_Data,8,"[0.1605, 0.1569, 0.1508, 0.1536, 0.1808, 0.1911, 0.25, 0.25]",2,sequential reconcile,0.157
German_Data,8,"[0.1605, 0.1569, 0.1508, 0.1536, 0.25, 0.1911, 0.25, 0.25]",3,mode,0.25
German_Data,8,"[0.1605, 0.1569, 0.1508, 0.1536, 0.25, 0.1911, 0.25, 0.25]",3,randomized,0.199
German_Data,8,"[0.1605, 0.1569, 0.1508, 0.1536, 0.25, 0.1911, 0.25, 0.25]",3,random_selection,0.191
German_Data,8,"[0.1605, 0.1569, 0.1508, 0.1536, 0.25, 0.1911, 0.25, 0.25]",3,sequential reconcile,0.153
German_Data,8,"[0.1605, 0.1569, 0.25, 0.1536, 0.25, 0.1911, 0.25, 0.25]",4,mode,0.25
German_Data,8,"[0.1605, 0.1569, 0.25, 0.1536, 0.25, 0.1911, 0.25, 0.25]",4,randomized,0.213
German_Data,8,"[0.1605, 0.1569, 0.25, 0.1536, 0.25, 0.1911, 0.25, 0.25]",4,random_selection,0.25
German_Data,8,"[0.1605, 0.1569, 0.25, 0.1536, 0.25, 0.1911, 0.25, 0.25]",4,sequential reconcile,0.179
German_Data,8,"[0.1605, 0.1569, 0.25, 0.1536, 0.25, 0.25, 0.25, 0.25]",5,mode,0.25
German_Data,8,"[0.1605, 0.1569, 0.25, 0.1536, 0.25, 0.25, 0.25, 0.25]",5,randomized,0.223
German_Data,8,"[0.1605, 0.1569, 0.25, 0.1536, 0.25, 0.25, 0.25, 0.25]",5,random_selection,0.25
German_Data,8,"[0.1605, 0.1569, 0.25, 0.1536, 0.25, 0.25, 0.25, 0.25]",5,sequential reconcile,0.169
German_Data,8,"[0.25, 0.1569, 0.25, 0.1536, 0.25, 0.25, 0.25, 0.25]",6,mode,0.25
German_Data,8,"[0.25, 0.1569, 0.25, 0.1536, 0.25, 0.25, 0.25, 0.25]",6,randomized,0.219
German_Data,8,"[0.25, 0.1569, 0.25, 0.1536, 0.25, 0.25, 0.25, 0.25]",6,random_selection,0.25
